customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason
C0761,2024-10-14,2025-09-01,322,SMB,Premium,APAC,Desktop,Referral,35,3.42,29,19.9,106.6,201.39,1,2025-09-18,Better Alternative
C0762,2024-02-03,2024-04-16,73,Individual,Standard,US,Mobile,Organic,14,8.21,75,34.6,387.69,884.49,1,2024-05-15,Price
C0763,2024-12-13,2025-10-02,293,Enterprise,Standard,US,Desktop,Paid,7,5.08,43,20.6,182.62,619.65,0,,None
C0764,2024-04-04,2024-08-12,130,SMB,Basic,APAC,Desktop,Organic,25,7.03,11,24.2,104.3,207.89,1,2024-09-01,Low Engagement
C0765,2024-03-12,2024-07-06,116,Individual,Basic,APAC,Mobile,Referral,35,3.87,50,24.2,222.26,630.49,0,,None
C0766,2024-02-08,2024-08-10,184,Enterprise,Standard,EU,Mobile,Referral,47,4.43,48,27.7,401.04,1195.22,1,2024-08-11,Better Alternative
C0767,2024-06-02,2025-01-01,213,SMB,Standard,EU,Desktop,Paid,20,9.92,23,32.2,243.13,582.6,0,,None
C0768,2024-09-06,2025-02-27,174,Individual,Basic,US,Desktop,Referral,27,3.23,23,16.9,278.01,938.3,1,2025-03-25,Better Alternative
C0769,2024-06-10,2025-04-20,314,Individual,Standard,EU,Desktop,Organic,3,5.56,59,23.3,497.68,1479.76,1,2025-04-27,Better Alternative
C0770,2024-04-27,2024-09-03,129,Enterprise,Premium,EU,Mobile,Organic,15,8.6,10,26.0,211.57,511.12,1,2024-09-23,Low Engagement
C0771,2024-09-15,2024-11-07,53,SMB,Premium,APAC,Mobile,Paid,21,3.15,12,13.9,315.39,832.21,1,2024-11-18,Better Alternative
C0772,2024-11-01,2025-09-18,321,Individual,Premium,EU,Mobile,Organic,11,4.74,90,27.6,195.32,563.54,1,2025-10-02,Price
C0773,2024-09-24,2025-03-08,165,Enterprise,Basic,US,Mobile,Organic,15,6.54,71,30.0,208.54,559.8,0,,None
C0774,2024-02-23,2024-09-26,216,SMB,Basic,EU,Desktop,Organic,39,5.33,73,32.1,353.91,1152.82,1,2024-10-16,Low Engagement
C0775,2024-08-23,2024-12-18,117,Enterprise,Standard,US,Desktop,Organic,37,5.14,71,30.9,470.19,1040.9,1,2025-01-14,Price
C0776,2024-08-09,2025-04-26,260,Enterprise,Basic,APAC,Desktop,Referral,41,4.26,63,28.3,280.33,588.63,1,2025-05-05,Price
C0777,2024-09-07,2025-08-16,343,Enterprise,Basic,US,Desktop,Organic,36,6.28,19,25.8,388.83,749.54,1,2025-09-01,Service Issues
C0778,2024-11-08,2025-03-27,139,Enterprise,Basic,EU,Mobile,Paid,28,6.62,71,32.8,62.82,98.98,0,,None
C0779,2024-04-21,2025-02-17,302,Individual,Basic,APAC,Desktop,Paid,17,6.88,72,31.4,121.36,192.48,1,2025-02-27,Low Engagement
C0780,2024-09-11,2024-10-10,29,Individual,Basic,EU,Desktop,Organic,9,1.63,70,16.4,261.02,845.73,1,2024-10-28,Low Engagement
C0781,2024-10-29,2025-08-16,291,SMB,Basic,APAC,Mobile,Paid,41,6.68,77,36.4,29.61,84.59,1,2025-09-12,Service Issues
C0782,2024-07-25,2025-05-15,294,Individual,Basic,APAC,Mobile,Organic,38,9.58,27,35.6,141.37,398.81,1,2025-05-24,Better Alternative
C0783,2024-08-16,2024-08-26,10,Individual,Basic,EU,Desktop,Paid,17,5.87,1,18.2,268.35,732.4,1,2024-09-01,Low Engagement
C0784,2024-12-06,2025-04-13,128,Enterprise,Standard,EU,Mobile,Paid,0,7.44,42,24.9,27.18,86.93,0,,None
C0785,2024-03-06,2024-04-19,44,Enterprise,Standard,APAC,Desktop,Organic,38,6.01,7,23.7,146.98,361.65,1,2024-05-04,Price
C0786,2024-03-15,2024-10-08,207,Individual,Standard,APAC,Mobile,Organic,20,8.69,12,27.5,266.73,864.42,1,2024-10-24,Service Issues
C0787,2024-04-12,2024-12-22,254,Enterprise,Basic,EU,Mobile,Referral,0,9.37,84,36.0,295.11,654.82,1,2025-01-12,Service Issues
C0788,2024-07-10,2024-09-16,68,Individual,Basic,US,Desktop,Organic,14,2.66,91,23.1,464.36,1557.19,0,,None
C0789,2024-09-08,2025-08-08,334,Enterprise,Standard,EU,Mobile,Organic,3,4.93,34,18.0,329.77,955.45,1,2025-08-18,Low Engagement
C0790,2024-08-13,2025-01-30,170,Individual,Standard,APAC,Desktop,Referral,19,4.53,22,18.4,219.07,441.28,1,2025-02-17,Low Engagement
C0791,2024-10-20,2025-04-26,188,SMB,Standard,EU,Mobile,Organic,9,4.65,45,20.2,466.57,1226.23,1,2025-05-05,Service Issues
C0792,2024-11-01,2025-06-04,215,SMB,Basic,US,Mobile,Organic,22,2.13,14,11.8,396.74,1018.06,1,2025-06-28,Better Alternative
C0793,2024-04-07,2024-04-28,21,Individual,Premium,EU,Mobile,Referral,40,8.32,1,29.0,116.0,205.99,0,,None
C0794,2024-12-03,2025-09-14,285,SMB,Basic,APAC,Mobile,Organic,33,1.32,60,18.9,82.8,222.11,1,2025-09-15,Service Issues
C0795,2024-10-12,2025-04-20,190,SMB,Basic,EU,Mobile,Organic,45,5.75,75,34.6,344.39,733.4,0,,None
C0796,2024-11-30,2025-08-08,251,SMB,Standard,APAC,Desktop,Referral,47,6.96,63,36.2,288.74,463.34,1,2025-09-01,Better Alternative
C0797,2024-12-12,2025-07-25,225,SMB,Standard,APAC,Mobile,Referral,32,2.87,51,21.2,399.04,1355.66,1,2025-08-04,Service Issues
C0798,2024-11-03,2025-07-21,260,SMB,Basic,EU,Desktop,Paid,33,9.15,35,34.7,374.63,1042.59,0,,None
C0799,2024-09-05,2025-07-10,308,Individual,Basic,APAC,Mobile,Organic,38,8.55,66,38.9,320.1,1041.55,1,2025-07-28,Better Alternative
C0800,2024-06-14,2024-10-27,135,SMB,Standard,APAC,Desktop,Paid,9,5.24,68,25.1,493.46,1407.4,1,2024-11-16,Low Engagement
C0801,2024-11-30,2025-07-14,226,Individual,Basic,US,Mobile,Paid,19,4.7,66,25.5,276.12,611.32,1,2025-08-04,Low Engagement
C0802,2024-01-30,2024-12-10,315,Individual,Basic,US,Desktop,Referral,0,3.13,46,14.7,74.29,187.61,1,2024-12-20,Low Engagement
C0803,2024-09-03,2025-06-24,294,Individual,Basic,US,Desktop,Organic,12,7.57,82,33.6,417.57,1190.7,1,2025-07-03,Better Alternative
C0804,2024-04-15,2024-10-26,194,SMB,Premium,US,Mobile,Organic,0,2.19,1,5.6,140.89,481.91,0,,None
C0805,2024-02-20,2024-04-08,48,Individual,Basic,APAC,Mobile,Referral,4,7.12,43,25.0,393.11,789.11,0,,None
C0806,2024-03-21,2024-11-08,232,Enterprise,Premium,EU,Mobile,Paid,15,8.58,63,33.9,479.41,1558.06,1,2024-11-18,Low Engagement
C0807,2024-05-12,2024-11-21,193,Individual,Standard,APAC,Desktop,Referral,14,3.06,80,22.5,354.46,1186.79,1,2024-11-29,Service Issues
C0808,2024-10-11,2025-04-16,187,Individual,Premium,APAC,Desktop,Organic,48,8.8,77,43.2,306.09,869.55,1,2025-05-03,Price
C0809,2024-05-17,2025-03-16,303,Individual,Premium,APAC,Mobile,Referral,27,1.3,27,12.7,240.99,810.34,1,2025-04-14,Service Issues
C0810,2024-07-02,2025-06-16,349,SMB,Basic,EU,Mobile,Organic,30,9.22,90,42.6,194.92,447.49,1,2025-07-04,Service Issues
C0811,2024-11-25,2025-05-04,160,Individual,Basic,US,Desktop,Paid,22,2.07,53,17.5,189.44,645.24,1,2025-05-21,Price
C0812,2024-09-29,2025-02-11,135,Enterprise,Basic,APAC,Desktop,Organic,47,6.81,73,37.4,325.46,945.65,1,2025-03-12,Better Alternative
C0813,2024-12-05,2025-10-11,310,Individual,Basic,APAC,Mobile,Paid,44,3.25,66,26.8,380.61,602.89,1,2025-10-25,Low Engagement
C0814,2024-03-09,2025-01-20,317,Individual,Standard,US,Desktop,Paid,42,8.53,35,35.0,345.69,1145.53,1,2025-02-06,Low Engagement
C0815,2024-02-03,2025-01-13,345,SMB,Basic,APAC,Mobile,Organic,16,5.61,62,26.5,115.24,284.52,1,2025-01-21,Price
C0816,2024-09-18,2025-05-19,243,Individual,Basic,EU,Mobile,Organic,48,2.22,24,18.8,257.11,622.37,1,2025-06-15,Better Alternative
C0817,2024-02-22,2024-03-10,17,SMB,Basic,APAC,Mobile,Paid,33,6.14,85,34.7,399.99,1053.15,1,2024-04-01,Price
C0818,2024-07-23,2025-07-08,350,SMB,Premium,APAC,Desktop,Referral,12,4.67,47,21.1,248.34,446.71,1,2025-07-24,Service Issues
C0819,2024-05-05,2024-09-20,138,SMB,Basic,US,Desktop,Organic,13,6.95,38,25.7,277.58,676.83,1,2024-10-07,Low Engagement
C0820,2024-08-22,2025-05-22,273,SMB,Basic,APAC,Desktop,Paid,10,8.94,46,31.2,390.15,1233.75,1,2025-06-18,Better Alternative
C0821,2024-02-12,2024-07-27,166,Individual,Basic,APAC,Desktop,Paid,27,4.68,93,31.0,337.41,516.56,1,2024-08-16,Service Issues
C0822,2024-08-27,2025-08-23,361,SMB,Premium,EU,Mobile,Referral,41,3.61,20,20.2,216.49,442.9,1,2025-08-31,Better Alternative
C0823,2024-04-20,2024-05-04,14,SMB,Standard,US,Desktop,Organic,31,1.13,29,13.4,449.8,676.91,0,,None
C0824,2024-09-05,2024-12-09,95,Individual,Basic,US,Mobile,Paid,34,6.17,91,35.9,98.03,228.55,1,2024-12-20,Better Alternative
C0825,2024-05-30,2024-11-30,184,Individual,Basic,EU,Mobile,Referral,30,4.62,30,22.0,497.85,1471.96,1,2024-12-18,Low Engagement
C0826,2024-07-01,2025-04-26,299,Individual,Basic,APAC,Mobile,Paid,16,4.37,25,17.9,77.05,238.67,1,2025-05-18,Service Issues
C0827,2024-12-01,2025-06-21,202,Individual,Basic,US,Desktop,Organic,46,2.65,21,19.0,27.18,92.15,0,,None
C0828,2024-04-04,2025-02-18,320,Individual,Premium,US,Mobile,Referral,8,4.87,20,16.8,447.21,1215.07,1,2025-03-05,Service Issues
C0829,2024-01-08,2024-05-15,128,SMB,Standard,APAC,Mobile,Paid,9,9.86,0,26.4,137.58,276.43,0,,None
C0830,2024-12-25,2025-08-09,227,SMB,Basic,APAC,Desktop,Referral,7,3.68,36,16.0,370.26,1239.74,1,2025-09-01,Low Engagement
C0831,2024-07-02,2024-11-02,123,Individual,Premium,US,Mobile,Organic,20,6.4,76,31.4,409.29,1248.59,0,,None
C0832,2024-10-07,2025-03-10,154,SMB,Basic,APAC,Desktop,Referral,12,7.99,84,35.0,432.31,1145.13,1,2025-03-28,Service Issues
C0833,2024-07-13,2024-08-17,35,Individual,Standard,US,Desktop,Organic,49,7.74,45,35.9,495.97,1433.99,1,2024-09-06,Price
C0834,2024-12-17,2025-05-11,145,SMB,Premium,APAC,Desktop,Paid,4,3.96,8,11.9,161.14,539.6,1,2025-05-19,Low Engagement
C0835,2024-07-13,2025-05-21,312,SMB,Basic,APAC,Mobile,Organic,5,6.5,16,19.6,360.92,1055.61,0,,None
C0836,2024-06-03,2025-01-30,241,Enterprise,Standard,EU,Desktop,Paid,29,8.84,46,34.8,75.39,168.63,1,2025-02-18,Better Alternative
C0837,2024-04-02,2024-06-26,85,Individual,Basic,APAC,Desktop,Paid,30,1.14,84,21.4,215.27,629.89,1,2024-07-04,Low Engagement
C0838,2024-06-08,2025-05-11,337,Enterprise,Basic,EU,Desktop,Organic,16,4.92,94,29.6,427.03,674.94,1,2025-06-05,Service Issues
C0839,2024-03-01,2025-02-18,354,Individual,Basic,APAC,Desktop,Paid,10,3.02,58,18.2,196.48,446.57,1,2025-02-24,Better Alternative
C0840,2024-05-01,2025-03-08,311,SMB,Basic,US,Mobile,Referral,19,4.5,53,23.0,303.73,702.42,1,2025-03-11,Better Alternative
C0841,2024-02-20,2024-12-14,298,SMB,Standard,US,Desktop,Paid,47,4.74,85,34.0,261.81,480.07,0,,None
C0842,2024-10-03,2024-10-13,10,Individual,Premium,APAC,Mobile,Organic,8,7.72,11,22.6,330.06,510.33,1,2024-10-24,Price
C0843,2024-01-05,2024-06-09,156,Individual,Standard,APAC,Desktop,Referral,1,1.84,63,14.2,486.99,860.4,1,2024-06-19,Service Issues
C0844,2024-04-01,2025-01-22,296,SMB,Premium,US,Mobile,Referral,36,5.61,5,22.0,46.75,131.33,1,2025-02-05,Low Engagement
C0845,2024-06-18,2024-11-16,151,Individual,Premium,APAC,Desktop,Paid,0,6.08,52,23.0,295.5,917.4,1,2024-12-14,Low Engagement
C0846,2024-11-12,2025-01-13,62,SMB,Basic,EU,Mobile,Paid,3,5.45,15,16.5,434.25,1509.63,1,2025-02-06,Service Issues
C0847,2024-01-22,2024-11-30,313,Enterprise,Basic,EU,Desktop,Organic,35,7.59,89,39.3,251.06,550.51,1,2024-12-09,Better Alternative
C0848,2024-11-21,2025-02-07,78,SMB,Basic,EU,Mobile,Referral,24,4.45,4,16.5,57.69,155.69,1,2025-03-03,Better Alternative
C0849,2024-01-01,2024-04-09,99,Individual,Standard,EU,Mobile,Organic,2,9.5,72,34.9,289.06,975.37,1,2024-05-05,Better Alternative
C0850,2024-05-12,2024-12-27,229,Individual,Premium,EU,Mobile,Paid,8,5.34,45,21.7,179.4,329.03,1,2025-01-19,Better Alternative
C0851,2024-08-20,2025-03-09,201,SMB,Basic,APAC,Desktop,Referral,21,6.14,13,21.5,94.37,277.0,0,,None
C0852,2024-01-12,2024-03-24,72,Individual,Standard,APAC,Mobile,Organic,22,8.43,43,31.9,427.54,1286.88,0,,None
C0853,2024-12-11,2025-03-03,82,Enterprise,Standard,EU,Mobile,Organic,11,3.48,62,20.2,270.37,453.67,1,2025-03-13,Low Engagement
C0854,2024-02-15,2024-08-03,170,SMB,Standard,APAC,Mobile,Organic,9,1.68,93,20.0,467.97,1508.03,1,2024-08-07,Service Issues
C0855,2024-02-03,2024-07-30,178,SMB,Basic,APAC,Mobile,Organic,33,7.37,51,32.7,406.89,1272.02,1,2024-08-12,Low Engagement
C0856,2024-03-18,2024-06-24,98,SMB,Basic,EU,Desktop,Organic,42,5.35,25,25.5,352.63,552.5,0,,None
C0857,2024-08-05,2025-02-06,185,SMB,Basic,APAC,Mobile,Referral,9,9.07,52,32.3,22.41,37.7,1,2025-03-07,Low Engagement
C0858,2024-10-27,2025-08-01,278,Enterprise,Basic,APAC,Mobile,Organic,29,9.84,28,34.6,225.36,360.18,1,2025-08-28,Price
C0859,2024-03-13,2024-06-03,82,Individual,Basic,APAC,Mobile,Referral,21,4.59,18,18.4,114.79,249.04,1,2024-06-16,Price
C0860,2024-10-08,2025-06-19,254,Enterprise,Standard,EU,Desktop,Organic,5,4.74,46,19.8,457.18,1151.44,1,2025-07-15,Service Issues
C0861,2024-09-05,2024-11-30,86,SMB,Basic,APAC,Mobile,Paid,49,4.67,7,22.5,103.8,266.22,1,2024-12-05,Service Issues
C0862,2024-02-16,2024-08-02,168,SMB,Premium,US,Mobile,Paid,1,3.92,22,13.3,157.31,320.18,0,,None
C0863,2024-04-30,2025-03-29,333,SMB,Standard,US,Mobile,Organic,29,8.04,34,31.0,268.08,890.88,1,2025-04-12,Price
C0864,2024-08-01,2024-11-16,107,Enterprise,Standard,EU,Mobile,Paid,1,7.83,94,33.9,146.41,327.45,0,,None
C0865,2024-08-26,2024-12-15,111,Individual,Basic,US,Desktop,Referral,31,5.31,52,27.3,120.74,192.11,1,2024-12-29,Service Issues
C0866,2024-02-25,2024-07-15,141,SMB,Standard,EU,Mobile,Organic,41,1.4,98,26.4,307.57,646.04,1,2024-07-31,Price
C0867,2024-12-15,2025-04-05,111,Individual,Premium,US,Mobile,Referral,15,3.79,95,26.7,62.69,160.63,1,2025-04-29,Better Alternative
C0868,2024-04-16,2024-05-14,28,Individual,Basic,US,Desktop,Organic,11,3.63,57,19.8,47.92,111.0,1,2024-06-02,Price
C0869,2024-11-14,2025-02-13,91,Enterprise,Basic,US,Desktop,Paid,0,8.3,4,21.4,198.68,406.83,1,2025-03-07,Low Engagement
C0870,2024-02-17,2024-12-01,288,Individual,Standard,EU,Desktop,Referral,7,1.79,15,8.1,365.92,644.99,1,2024-12-19,Better Alternative
C0871,2024-03-01,2025-02-12,348,Enterprise,Basic,EU,Mobile,Paid,47,8.25,16,32.4,286.31,898.53,1,2025-02-20,Better Alternative
C0872,2024-12-02,2025-11-07,340,Individual,Basic,APAC,Desktop,Paid,49,7.02,31,32.0,222.98,778.71,1,2025-11-30,Low Engagement
C0873,2024-01-26,2024-06-12,138,Enterprise,Basic,EU,Mobile,Organic,12,7.59,95,35.6,291.56,629.5,0,,None
C0874,2024-10-18,2025-10-06,353,Enterprise,Basic,US,Desktop,Referral,14,4.89,51,22.7,195.42,442.28,1,2025-10-20,Low Engagement
C0875,2024-09-13,2025-07-29,319,SMB,Standard,US,Mobile,Paid,43,7.12,19,29.2,469.35,1284.18,1,2025-08-07,Price
C0876,2024-01-08,2024-04-15,98,SMB,Basic,EU,Desktop,Organic,7,6.48,65,27.4,46.35,136.12,1,2024-04-23,Price
C0877,2024-04-22,2024-11-30,222,SMB,Premium,EU,Mobile,Organic,9,7.92,83,34.0,343.23,783.96,0,,None
C0878,2024-12-20,2025-05-21,152,Enterprise,Standard,EU,Desktop,Organic,45,5.02,81,33.7,447.82,1482.22,0,,None
C0879,2024-09-09,2024-11-22,74,SMB,Standard,APAC,Mobile,Paid,4,5.26,0,14.0,405.86,1063.36,1,2024-12-15,Better Alternative
C0880,2024-06-28,2024-09-21,85,Individual,Standard,US,Mobile,Organic,49,6.79,57,35.3,108.34,260.1,1,2024-10-15,Service Issues
C0881,2024-07-25,2025-02-18,208,Individual,Premium,APAC,Mobile,Referral,18,1.97,92,22.3,162.04,452.63,1,2025-02-28,Price
C0882,2024-10-29,2025-03-30,152,Enterprise,Basic,APAC,Mobile,Referral,46,4.93,92,35.3,364.18,1240.25,1,2025-04-09,Price
C0883,2024-05-06,2025-03-27,325,SMB,Premium,US,Mobile,Paid,37,9.75,82,44.1,60.45,186.74,1,2025-04-21,Service Issues
C0884,2024-02-25,2024-06-06,102,Individual,Standard,US,Mobile,Referral,10,1.34,43,11.8,409.69,647.32,0,,None
C0885,2024-08-01,2025-06-11,314,Individual,Standard,EU,Mobile,Organic,42,3.84,5,18.8,365.08,790.26,1,2025-06-17,Low Engagement
C0886,2024-01-14,2024-09-03,233,Individual,Standard,EU,Mobile,Paid,19,3.83,49,20.7,370.21,903.72,1,2024-09-20,Price
C0887,2024-01-28,2024-11-23,300,SMB,Basic,APAC,Desktop,Organic,19,6.7,71,31.2,68.12,145.03,0,,None
C0888,2024-03-18,2024-07-07,111,Enterprise,Basic,EU,Mobile,Paid,20,1.95,87,21.9,364.53,1057.27,1,2024-07-23,Better Alternative
C0889,2024-08-03,2025-05-06,276,SMB,Standard,EU,Mobile,Paid,17,6.66,19,22.9,346.31,1091.76,1,2025-05-28,Low Engagement
C0890,2024-12-30,2025-12-29,364,SMB,Basic,US,Desktop,Organic,49,1.86,13,16.4,418.84,1240.89,1,2026-01-02,Service Issues
C0891,2024-06-02,2024-09-29,119,Individual,Standard,US,Mobile,Referral,9,1.85,4,7.0,39.97,139.04,1,2024-10-01,Price
C0892,2024-01-14,2024-12-18,339,Individual,Basic,EU,Desktop,Referral,33,7.55,40,31.5,31.09,63.58,0,,None
C0893,2024-07-05,2025-04-05,274,Enterprise,Basic,US,Mobile,Paid,25,3.92,39,20.6,199.04,646.88,1,2025-04-16,Low Engagement
C0894,2024-11-07,2024-11-19,12,Individual,Basic,EU,Desktop,Organic,29,9.8,33,35.2,91.42,277.3,1,2024-11-23,Price
C0895,2024-01-07,2024-04-10,94,Enterprise,Basic,US,Desktop,Organic,8,1.34,79,16.8,288.02,640.66,1,2024-05-09,Service Issues
C0896,2024-01-03,2024-10-20,291,Enterprise,Standard,US,Mobile,Paid,45,5.01,44,28.1,460.33,1366.37,0,,None
C0897,2024-04-20,2025-03-23,337,SMB,Basic,US,Desktop,Referral,30,2.02,70,21.6,207.91,355.14,1,2025-04-13,Service Issues
C0898,2024-08-25,2025-07-04,313,Individual,Premium,US,Mobile,Organic,41,4.16,79,30.4,425.58,1310.22,1,2025-07-25,Service Issues
C0899,2024-12-28,2025-05-03,126,SMB,Standard,EU,Mobile,Referral,3,9.98,70,36.1,20.12,51.6,0,,None
C0900,2024-08-26,2025-04-13,230,Individual,Basic,APAC,Mobile,Referral,5,9.0,26,27.4,100.89,210.31,1,2025-04-14,Low Engagement
C0901,2024-09-30,2025-03-12,163,Individual,Standard,US,Mobile,Paid,13,1.43,77,17.7,34.6,97.28,1,2025-04-07,Service Issues
C0902,2024-10-20,2025-03-31,162,SMB,Premium,EU,Desktop,Paid,3,6.07,77,27.3,177.51,494.05,1,2025-04-19,Low Engagement
C0903,2024-08-14,2024-09-04,21,Enterprise,Standard,EU,Mobile,Referral,25,6.83,43,28.5,455.93,874.92,1,2024-09-13,Better Alternative
C0904,2024-01-15,2024-06-05,142,Individual,Basic,US,Desktop,Organic,46,2.89,32,21.2,66.54,103.86,1,2024-06-30,Price
C0905,2024-07-10,2025-05-19,313,Enterprise,Premium,APAC,Desktop,Organic,47,2.31,32,20.0,311.08,736.4,1,2025-06-06,Service Issues
C0906,2024-04-28,2025-02-24,302,Individual,Standard,US,Mobile,Paid,38,9.14,43,36.9,236.72,624.71,0,,None
C0907,2024-01-28,2024-12-02,309,Individual,Basic,EU,Mobile,Referral,16,9.72,19,30.4,470.46,1530.51,1,2024-12-18,Price
C0908,2024-07-20,2025-03-14,237,Enterprise,Basic,APAC,Mobile,Organic,18,9.93,35,33.7,78.81,264.52,1,2025-03-24,Price
C0909,2024-02-08,2024-11-14,280,SMB,Standard,EU,Mobile,Organic,48,8.11,6,30.8,121.77,311.44,1,2024-11-25,Price
C0910,2024-09-29,2024-11-20,52,Individual,Basic,US,Desktop,Paid,5,6.97,31,23.1,34.18,102.8,1,2024-12-16,Price
C0911,2024-08-18,2025-08-05,352,Individual,Premium,APAC,Mobile,Referral,28,4.11,66,25.8,228.29,543.01,0,,None
C0912,2024-03-26,2025-02-24,335,SMB,Basic,EU,Desktop,Organic,10,2.54,38,14.0,153.36,458.88,1,2025-03-22,Service Issues
C0913,2024-05-05,2025-03-12,311,SMB,Premium,EU,Mobile,Paid,15,1.71,92,21.1,437.55,835.55,0,,None
C0914,2024-10-26,2024-11-25,30,Enterprise,Standard,EU,Mobile,Organic,29,7.24,23,27.4,310.37,695.89,1,2024-12-05,Better Alternative
C0915,2024-01-25,2024-05-20,116,Individual,Basic,US,Mobile,Organic,24,8.06,85,37.7,314.76,871.4,1,2024-05-26,Better Alternative
C0916,2024-05-24,2025-05-04,345,Individual,Basic,APAC,Mobile,Organic,39,8.44,69,39.2,275.32,422.98,1,2025-05-31,Price
C0917,2024-01-13,2024-11-20,312,Individual,Standard,US,Desktop,Paid,10,9.22,87,38.1,64.09,188.74,0,,None
C0918,2024-07-30,2024-12-03,126,SMB,Standard,US,Desktop,Referral,6,8.92,86,36.4,233.61,740.79,0,,None
C0919,2024-01-25,2024-06-06,133,SMB,Standard,US,Mobile,Paid,25,10.0,53,38.0,499.76,1148.59,1,2024-06-09,Low Engagement
C0920,2024-03-08,2024-12-23,290,Individual,Basic,APAC,Desktop,Referral,21,3.2,37,17.8,420.91,1008.45,0,,None
C0921,2024-03-07,2025-01-02,301,SMB,Basic,US,Desktop,Organic,24,7.87,73,35.4,448.86,1437.5,1,2025-01-10,Low Engagement
C0922,2024-08-20,2025-03-20,212,SMB,Basic,US,Mobile,Referral,18,6.28,79,31.2,415.15,1266.75,1,2025-03-28,Better Alternative
C0923,2024-04-18,2024-06-17,60,SMB,Standard,US,Mobile,Organic,30,3.35,74,25.5,69.46,144.22,0,,None
C0924,2024-05-25,2025-03-01,280,Individual,Basic,US,Desktop,Organic,25,9.84,31,34.2,129.18,277.47,0,,None
C0925,2024-04-20,2025-03-19,333,Individual,Basic,EU,Desktop,Paid,41,9.08,44,37.5,21.5,61.44,0,,None
C0926,2024-08-15,2025-05-28,286,SMB,Standard,US,Desktop,Organic,40,2.16,60,22.4,165.68,435.14,1,2025-06-10,Better Alternative
C0927,2024-04-20,2024-09-17,150,Enterprise,Premium,EU,Desktop,Paid,35,1.24,69,20.4,72.13,131.6,1,2024-10-06,Service Issues
C0928,2024-02-03,2024-11-13,284,Individual,Basic,US,Mobile,Referral,22,7.19,87,35.4,246.94,523.48,1,2024-11-23,Price
C0929,2024-04-20,2025-02-13,299,Individual,Basic,APAC,Mobile,Referral,46,6.44,96,39.7,345.02,1138.55,1,2025-02-14,Price
C0930,2024-09-20,2025-08-29,343,SMB,Standard,EU,Desktop,Organic,12,9.42,52,33.8,439.76,1264.9,0,,None
C0931,2024-08-23,2024-10-23,61,Enterprise,Standard,EU,Mobile,Paid,24,3.11,50,20.1,379.62,1318.02,1,2024-11-21,Low Engagement
C0932,2024-03-23,2024-04-28,36,SMB,Basic,EU,Desktop,Organic,1,1.76,75,15.8,470.52,1427.57,1,2024-05-11,Service Issues
C0933,2024-02-11,2024-07-26,166,Individual,Premium,EU,Desktop,Paid,1,3.33,55,16.8,45.87,155.22,1,2024-08-11,Price
C0934,2024-04-10,2024-12-14,248,Enterprise,Premium,APAC,Mobile,Paid,15,1.17,26,9.8,25.85,49.95,1,2024-12-23,Low Engagement
C0935,2024-01-06,2024-06-19,165,SMB,Basic,US,Desktop,Paid,8,1.32,37,10.4,337.44,1026.82,1,2024-06-25,Price
C0936,2024-06-28,2025-04-24,300,Individual,Basic,EU,Desktop,Referral,27,9.23,61,37.6,158.89,244.76,1,2025-04-26,Better Alternative
C0937,2024-10-08,2025-03-02,145,Individual,Standard,APAC,Mobile,Paid,12,4.17,17,15.4,141.68,402.59,1,2025-03-11,Low Engagement
C0938,2024-11-15,2025-04-17,153,SMB,Standard,EU,Mobile,Referral,34,4.7,63,28.0,178.83,436.09,1,2025-04-25,Price
C0939,2024-08-13,2024-12-06,115,Individual,Basic,US,Desktop,Paid,40,1.17,76,22.3,149.5,327.93,0,,None
C0940,2024-11-10,2025-04-26,167,SMB,Standard,EU,Desktop,Referral,12,3.43,29,15.3,265.49,856.15,1,2025-05-05,Service Issues
C0941,2024-12-30,2025-06-03,155,Enterprise,Standard,APAC,Mobile,Referral,30,8.24,48,33.8,231.27,742.04,1,2025-06-15,Low Engagement
C0942,2024-08-16,2024-08-27,11,Enterprise,Basic,US,Desktop,Referral,20,6.54,40,26.4,265.97,410.82,1,2024-09-04,Better Alternative
C0943,2024-10-15,2025-01-09,86,Individual,Standard,APAC,Desktop,Organic,31,7.78,12,27.4,342.9,932.35,0,,None
C0944,2024-05-29,2024-10-17,141,SMB,Premium,US,Mobile,Paid,33,5.02,33,24.1,205.82,460.14,1,2024-10-30,Better Alternative
C0945,2024-10-03,2025-01-10,99,Individual,Basic,US,Mobile,Organic,7,3.79,99,25.7,140.63,327.85,1,2025-01-12,Service Issues
C0946,2024-07-16,2025-07-05,354,Individual,Basic,US,Mobile,Paid,40,5.35,93,35.3,99.78,315.71,1,2025-07-22,Service Issues
C0947,2024-03-10,2025-03-04,359,Individual,Basic,EU,Mobile,Paid,47,3.91,24,22.8,187.75,397.97,1,2025-03-08,Low Engagement
C0948,2024-04-21,2025-01-18,272,Individual,Premium,APAC,Mobile,Organic,1,8.55,65,31.3,376.07,1273.41,0,,None
C0949,2024-01-04,2024-12-29,360,Individual,Premium,APAC,Mobile,Referral,37,3.68,99,31.4,383.22,712.51,0,,None
